Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
136	82	0	2.00214177	3.27424242e+11	3.25623294e+11	3.23106974e+11	3.27424242e+11	4.31726832e+09	7.37232419e+09	0	0	0	0	3
137	83	0	2.0168634	3.27438421e+11	3.25750689e+11	3.23436756e+11	3.27438421e+11	4.00166475e+09	7.37232419e+09	0	0	0	0	3
138	83	0	2.03158503	3.27395596e+11	3.25867126e+11	3.23712785e+11	3.27438421e+11	3.72563572e+09	7.37232419e+09	0	0	0	0	3
139	84	0	2.04630667	3.2732657e+11	3.25973414e+11	3.24057199e+11	3.27438421e+11	3.38122203e+09	7.37232419e+09	0	0	0	0	3
140	85	0	2.0610283	3.27328491e+11	3.26069628e+11	3.24127078e+11	3.27438421e+11	3.31134276e+09	7.37232419e+09	0	0	0	0	3
141	85	0	2.07574993	3.27206751e+11	3.26160207e+11	3.24288302e+11	3.27438421e+11	3.15011916e+09	7.37232419e+09	0	0	0	0	3
142	86	0	2.09047156	3.27038367e+11	3.26241091e+11	3.24444881e+11	3.27438421e+11	2.99354022e+09	7.37232419e+09	0	0	0	0	3
143	86	0	2.10519319	3.26942774e+11	3.26314559e+11	3.24499501e+11	3.27438421e+11	2.93891966e+09	7.37232419e+09	0	0	0	0	3
144	87	0	2.11991482	3.2677042e+11	3.26381269e+11	3.24499501e+11	3.27438421e+11	2.93891966e+09	7.37232419e+09	0	0	0	0	3
145	87	0	2.13463645	3.26533786e+11	3.26441101e+11	3.2463685e+11	3.27438421e+11	2.80157071e+09	7.37232419e+09	0	0	0	0	3
146	88	0	2.14935808	3.26462503e+11	3.26494797e+11	3.24702991e+11	3.27438421e+11	2.73542985e+09	7.37232419e+09	0	0	0	0	3
147	88	0	2.16407971	3.26323556e+11	3.26542461e+11	3.24736259e+11	3.27438421e+11	2.70216217e+09	7.37232419e+09	0	0	0	0	3
148	89	0	2.17880134	3.26175733e+11	3.26584265e+11	3.24736259e+11	3.27438421e+11	2.70216217e+09	7.37232419e+09	0	0	0	0	3
149	90	0	2.19352297	3.26025034e+11	3.2662217e+11	3.24852202e+11	3.27438421e+11	2.58621867e+09	7.37232419e+09	0	0	0	0	3
150	90	0	2.2082446	3.25967531e+11	3.26654974e+11	3.24890678e+11	3.27438421e+11	2.54774305e+09	7.37232419e+09	0	0	0	0	3
151	91	0	2.22296623	3.25790112e+11	3.26681428e+11	3.25078916e+11	3.27438421e+11	2.35950452e+09	7.37232419e+09	0	0	0	0	3
152	91	0	2.23768786	3.25755956e+11	3.26701341e+11	3.25175991e+11	3.27438421e+11	2.26242969e+09	7.37232419e+09	0	0	0	0	3
153	92	0	2.25240949	3.25658461e+11	3.26715531e+11	3.25438903e+11	3.27438421e+11	1.99951814e+09	7.37232419e+09	0	0	0	0	3
154	92	0	2.26713113	3.25591136e+11	3.26720009e+11	3.25591136e+11	3.27438421e+11	1.8472843e+09	7.37232419e+09	0	0	0	0	3
155	93	0	2.28185276	3.25588208e+11	3.26713955e+11	3.25588208e+11	3.27438421e+11	1.85021232e+09	7.37232419e+09	0	0	0	0	3
156	93	0	2.29657439	3.25555335e+11	3.26700444e+11	3.25555335e+11	3.27438421e+11	1.88308529e+09	7.37232419e+09	0	0	0	0	3
157	94	0	2.31129602	3.2544567e+11	3.26675868e+11	3.2544567e+11	3.27438421e+11	1.99275029e+09	7.37232419e+09	0	0	0	0	3
158	94	0	2.32601765	3.25416377e+11	3.2664343e+11	3.25416377e+11	3.27438421e+11	2.02204351e+09	7.37232419e+09	0	0	0	0	3
159	95	0	2.34073928	3.25442293e+11	3.26606912e+11	3.25416377e+11	3.27438421e+11	2.02204351e+09	7.37232419e+09	0	0	0	0	3
160	96	0	2.35546091	3.25292726e+11	3.26561156e+11	3.25292726e+11	3.27438421e+11	2.14569521e+09	7.37232419e+09	0	0	0	0	3
161	96	0	2.37018254	3.25237728e+11	3.26511411e+11	3.25237728e+11	3.27438421e+11	2.20069308e+09	7.37232419e+09	0	0	0	0	3
162	97	0	2.38490417	3.25262033e+11	3.26456908e+11	3.25237728e+11	3.27438421e+11	2.20069308e+09	7.37232419e+09	0	0	0	0	3
163	97	0	2.3996258	3.2527203e+11	3.26401236e+11	3.25237728e+11	3.27438421e+11	2.11497308e+09	7.37232419e+09	0	0	0	0	3
164	98	0	2.41434743	3.25184688e+11	3.26340646e+11	3.25184688e+11	3.27438421e+11	1.91050348e+09	7.37232419e+09	0	0	0	0	3
165	98	0	2.42906906	3.25103404e+11	3.26276396e+11	3.25103404e+11	3.27438421e+11	1.72127243e+09	7.37232419e+09	0	0	0	0	3
166	99	0	2.44379069	3.25079803e+11	3.26209898e+11	3.25079803e+11	3.27438421e+11	1.54548026e+09	7.37232419e+09	0	0	0	0	3
167	100	0	2.45851232	3.25031134e+11	3.26142043e+11	3.25031134e+11	3.27438421e+11	1.38254249e+09	7.37232419e+09	0	0	0	0	3
168	100	0	2.47323396	3.24945933e+11	3.26070835e+11	3.24945933e+11	3.27438421e+11	1.23309709e+09	7.37232419e+09	0	0	0	0	3
169	101	0	2.48795559	3.24873189e+11	3.25996647e+11	3.24873189e+11	3.27438421e+11	1.09671467e+09	7.37232419e+09	0	0	0	0	3
170	101	0	2.50267722	3.24858952e+11	3.25921197e+11	3.24858952e+11	3.27438421e+11	969319176	7.37232419e+09	0	0	0	0	3
171	102	0	2.51739885	3.24779535e+11	3.25842995e+11	3.24779535e+11	3.27395596e+11	877014096	7.37232419e+09	0	0	0	0	3
172	102	0	2.53212048	3.24668829e+11	3.25762796e+11	3.24668829e+11	3.27328491e+11	957213133	7.37232419e+09	0	0	0	0	3
173	103	0	2.54684211	3.24588706e+11	3.2568227e+11	3.24588706e+11	3.27328491e+11	1.03773854e+09	7.37232419e+09	0	0	0	0	3
174	103	0	2.56156374	3.24600354e+11	3.25602031e+11	3.24588706e+11	3.27206751e+11	1.11797786e+09	7.37232419e+09	0	0	0	0	3
175	104	0	2.57628537	3.24485244e+11	3.25521986e+11	3.24485244e+11	3.27038367e+11	1.19802217e+09	7.37232419e+09	0	0	0	0	3
176	104	0	2.591007	3.24374234e+11	3.2544363e+11	3.24374234e+11	3.26942774e+11	1.27637903e+09	7.37232419e+09	0	0	0	0	3
177	105	0	2.60572863	3.24201018e+11	3.2536299e+11	3.24201018e+11	3.2677042e+11	1.35701894e+09	7.37232419e+09	0	0	0	0	3
178	105	0	2.62045026	3.24037747e+11	3.25282617e+11	3.24037747e+11	3.26533786e+11	1.43739168e+09	7.37232419e+09	0	0	0	0	3
179	106	0	2.63517189	3.23979949e+11	3.25207504e+11	3.23979949e+11	3.26462503e+11	1.51250452e+09	7.37232419e+09	0	0	0	0	3
180	107	0	2.64989352	3.23774585e+11	3.25128448e+11	3.23774585e+11	3.26323556e+11	1.59156093e+09	7.37232419e+09	0	0	0	0	3
