Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
125	76	0	1.84020384	0.00141728063	-0.00172816689	-0.0128209335	0.00381730475	0.00217818194	15.9985287	0	0	0	0	3
126	77	0	1.85492547	0.00307299014	-0.00166580541	-0.0128209335	0.00381730475	0.00217818194	16.003152	0	0	0	0	3
127	78	0	1.8696471	0.00186933607	-0.00161695524	-0.0128209335	0.00381730475	0.00217818194	16.0121046	0	0	0	0	3
128	78	0	1.88436873	0.00257980208	-0.00155923605	-0.0128209335	0.00381730475	0.00217818194	16.0046334	0	0	0	0	3
129	79	0	1.89909036	0.0016093967	-0.00149042379	-0.0128209335	0.00381730475	0.00217818194	16.0192752	0	0	0	0	3
130	79	0	1.91381199	0.00175388431	-0.00140435467	-0.0128209335	0.00381730475	0.00217818194	16.0185644	0	0	0	0	3
131	80	0	1.92853362	0.000580712617	-0.00138795311	-0.0128209335	0.00381730475	0.00217818194	16.028286	0	0	0	0	3
132	80	0	1.94325525	-0.00208447826	-0.00149662774	-0.0128209335	0.00381730475	0.00217818194	16.1845493	0	0	0	0	3
133	81	0	1.95797688	0.00164404276	-0.00148161515	-0.0128209335	0.00381730475	0.00217818194	16.1883837	0	0	0	0	3
134	81	0	1.97269851	0.00190587196	-0.00145255036	-0.0128209335	0.00381730475	0.00209204634	16.1924553	0	0	0	0	3
135	82	0	1.98742014	-0.00212403959	-0.00143051538	-0.0128209335	0.00381730475	0.00209204634	16.0263221	0	0	0	0	3
136	82	0	2.00214177	-0.00531804525	-0.00160660718	-0.0128209335	0.00381730475	0.00203946388	16.3841547	0	0	0	0	3
137	83	0	2.0168634	-0.000223128006	-0.00157381248	-0.0128209335	0.00381730475	0.00190068522	16.2247136	0	0	0	0	3
138	83	0	2.03158503	-0.00382295208	-0.00154316105	-0.0128209335	0.00381730475	0.00186115421	16.2315022	0	0	0	0	3
139	84	0	2.04630667	-0.00207828994	-0.00154983845	-0.0128209335	0.00381730475	0.0018004006	16.0741688	0	0	0	0	3
